ID_CLIENT,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,FL_PRESENCE_FL,OWN_AUTO,GEN_INDUSTRY,GEN_TITLE,JOB_DIR,WORK_TIME,CREDIT,TERM,FST_PAYMENT,FAMILY_INCOME,PERSONAL_INCOME,TARGET,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
106805618,41,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,Другие сферы,Рабочий,Участие в основ. деятельности,14.0,5040.0,6.0,1000.0,от 10000 до 20000 руб.,8000.0,0.0,1.0,1.0
106819249,30,1,Высшее,Не состоял в браке,0,0,1,0,0,1,Здравоохранение,Специалист,Участие в основ. деятельности,54.0,14796.0,6.0,3000.0,от 5000 до 10000 руб.,15000.0,0.0,3.0,2.0
106818810,61,1,Среднее специальное,Состою в браке,2,0,1,1,0,1,Государственная служба,Высококвалифиц. специалист,Участие в основ. деятельности,48.0,98030.0,36.0,54870.0,от 20000 до 50000 руб.,27000.0,0.0,1.0,0.0
106816627,38,1,Среднее,Состою в браке,0,1,1,0,0,0,Другие сферы,Специалист,Участие в основ. деятельности,132.0,5738.0,6.0,432.0,от 20000 до 50000 руб.,15000.0,0.0,3.0,1.0
106813813,51,1,Среднее,Гражданский брак,0,0,1,0,0,0,СМИ/Реклама/PR-агенства,Служащий,Участие в основ. деятельности,72.0,5015.0,12.0,885.0,от 20000 до 50000 руб.,6000.0,0.0,1.0,0.0
106804376,35,0,Высшее,Разведен(а),1,1,1,0,1,0,Другие сферы,Специалист,Участие в основ. деятельности,6.0,10450.0,3.0,15000.0,от 20000 до 50000 руб.,15000.0,0.0,2.0,2.0
106814732,45,0,Среднее,Состою в браке,2,1,1,0,1,0,Торговля,Специалист,Участие в основ. деятельности,120.0,8793.0,5.0,977.0,от 20000 до 50000 руб.,20000.0,0.0,4.0,4.0
106813352,25,1,Среднее,Состою в браке,0,0,1,0,1,0,Государственная служба,Руководитель высшего звена,"Бухгалтерия, финансы, планир.",84.0,7999.1,6.0,1000.0,от 20000 до 50000 руб.,9000.0,0.0,2.0,2.0
106808812,62,1,Среднее специальное,Состою в браке,2,0,1,1,1,0,Металлургия/Промышленность/Машиностроение,Высококвалифиц. специалист,Участие в основ. деятельности,504.0,35000.0,12.0,10000.0,от 20000 до 50000 руб.,13000.0,0.0,1.0,0.0
106808912,30,1,Среднее специальное,Состою в браке,1,1,1,0,0,1,Другие сферы,Рабочий,Участие в основ. деятельности,60.0,25899.0,12.0,3000.0,от 20000 до 50000 руб.,11000.0,0.0,1.0,0.0
106807419,56,1,Неполное среднее,Состою в браке,3,0,1,1,1,0,Торговля,Специалист,Участие в основ. деятельности,90.0,11400.0,4.0,15000.0,от 20000 до 50000 руб.,20000.0,0.0,1.0,1.0
106810124,36,1,Среднее,Не состоял в браке,1,1,1,0,1,0,Другие сферы,Рабочий,Участие в основ. деятельности,60.0,11085.0,6.0,10000.0,от 10000 до 20000 руб.,15000.0,0.0,1.0,0.0
106810291,55,1,Высшее,Состою в браке,2,0,1,0,0,0,Торговля,Руководитель среднего звена,"Бухгалтерия, финансы, планир.",84.0,23516.84,10.0,2614.0,от 10000 до 20000 руб.,13000.0,0.0,1.0,0.0
106806782,29,0,Среднее,Не состоял в браке,1,1,1,0,0,0,Другие сферы,Рабочий,Участие в основ. деятельности,12.0,18175.0,12.0,8000.0,от 20000 до 50000 руб.,25000.0,0.0,1.0,0.0
106811473,32,0,Среднее специальное,Состою в браке,2,1,1,0,0,1,Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,29.0,19602.0,6.0,2178.0,от 20000 до 50000 руб.,21000.0,0.0,1.0,0.0
106815597,36,0,Среднее,Состою в браке,1,1,1,0,0,1,ЧОП/Детективная д-ть,Руководитель среднего звена,Участие в основ. деятельности,48.0,11550.0,6.0,14760.0,от 20000 до 50000 руб.,15000.0,0.0,2.0,2.0
106806966,27,0,Среднее специальное,Состою в браке,2,2,1,0,1,0,Сельское хозяйство,Специалист,Участие в основ. деятельности,48.0,22230.0,24.0,2470.0,от 10000 до 20000 руб.,6500.0,0.0,1.0,0.0
106807263,41,0,Среднее специальное,Состою в браке,3,2,1,0,0,0,Торговля,Руководитель высшего звена,Снабжение и сбыт,24.0,21500.0,6.0,2500.0,от 10000 до 20000 руб.,10000.0,0.0,1.0,0.0
106805731,52,0,Среднее специальное,Состою в браке,1,0,1,0,1,0,Транспорт,Специалист,Участие в основ. деятельности,18.0,14990.0,6.0,10000.0,от 20000 до 50000 руб.,30000.0,0.0,1.0,1.0
106815450,28,1,Среднее специальное,Разведен(а),1,1,1,0,0,0,Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,108.0,10551.0,6.0,2000.0,от 10000 до 20000 руб.,12000.0,0.0,1.0,0.0
106815247,26,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,36.0,8770.0,9.0,1000.0,от 20000 до 50000 руб.,8000.0,0.0,1.0,0.0
106808385,27,0,Среднее,Состою в браке,1,1,1,0,1,0,Энергетика,Работник сферы услуг,Участие в основ. деятельности,72.0,13978.0,12.0,2000.0,от 20000 до 50000 руб.,20000.0,0.0,1.0,0.0
106812479,28,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Другие сферы,Специалист,Участие в основ. деятельности,12.0,7740.0,12.0,870.0,от 10000 до 20000 руб.,12000.0,1.0,1.0,0.0
106806694,25,1,Среднее специальное,Состою в браке,1,1,1,0,1,0,Торговля,Специалист,Участие в основ. деятельности,48.0,9400.0,6.0,2000.0,от 20000 до 50000 руб.,11000.0,0.0,1.0,0.0
106817240,39,1,Среднее,Состою в браке,2,2,1,0,0,0,Здравоохранение,Специалист,Вспомогательный техперсонал,10.0,3150.0,6.0,400.0,от 10000 до 20000 руб.,8000.0,0.0,2.0,1.0
106814406,64,1,Высшее,Вдовец/Вдова,0,0,1,0,1,0,Образование,Высококвалифиц. специалист,Участие в основ. деятельности,96.0,24520.0,12.0,3000.0,от 20000 до 50000 руб.,23000.0,1.0,1.0,0.0
106811422,43,0,Неполное среднее,Состою в браке,1,1,1,0,0,0,Строительство,Специалист,Участие в основ. деятельности,36.0,20450.0,10.0,3000.0,от 20000 до 50000 руб.,20000.0,0.0,1.0,0.0
106813026,44,0,Среднее специальное,Гражданский брак,0,0,1,0,1,0,Государственная служба,Специалист,Участие в основ. деятельности,10.0,26400.0,12.0,3000.0,от 20000 до 50000 руб.,22000.0,0.0,1.0,0.0
106811785,34,1,Высшее,Состою в браке,2,2,1,0,0,0,Государственная служба,Руководитель среднего звена,"Бухгалтерия, финансы, планир.",24.0,21724.0,6.0,2500.8,от 20000 до 50000 руб.,15000.0,0.0,1.0,0.0
106814631,34,1,Среднее,Состою в браке,1,1,1,0,1,0,Торговля,Рабочий,Вспомогательный техперсонал,40.0,4520.0,3.0,0.0,от 20000 до 50000 руб.,7000.0,1.0,2.0,2.0
106808319,51,1,Неоконченное высшее,Не состоял в браке,1,0,1,0,0,0,Здравоохранение,Специалист,Участие в основ. деятельности,144.0,5580.0,6.0,620.0,от 5000 до 10000 руб.,7500.0,0.0,2.0,2.0
106819444,40,0,Среднее специальное,Состою в браке,2,2,1,0,0,0,Строительство,Руководитель среднего звена,Участие в основ. деятельности,48.0,7940.0,6.0,3500.0,от 20000 до 50000 руб.,15000.0,0.0,1.0,0.0
106808888,27,0,Среднее специальное,Состою в браке,1,1,1,0,0,1,Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,50.0,23000.0,12.0,0.0,от 10000 до 20000 руб.,12000.0,1.0,1.0,0.0
106804549,29,0,Высшее,Не состоял в браке,0,0,1,0,0,0,Химия/Парфюмерия/Фармацевтика,Рабочий,Участие в основ. деятельности,18.0,24330.0,6.0,10000.0,от 10000 до 20000 руб.,20000.0,0.0,1.0,1.0
106805096,42,1,Среднее специальное,Состою в браке,2,2,1,0,0,0,Сельское хозяйство,Специалист,Участие в основ. деятельности,48.0,23320.0,10.0,730.0,от 10000 до 20000 руб.,11000.0,0.0,1.0,0.0
106809603,50,1,Среднее специальное,Состою в браке,1,0,1,0,0,0,Другие сферы,Специалист,Участие в основ. деятельности,5.0,10000.0,6.0,1115.0,от 10000 до 20000 руб.,10000.0,0.0,1.0,0.0
106804668,26,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,Торговля,Рабочий,Участие в основ. деятельности,36.0,4208.0,3.0,0.0,от 20000 до 50000 руб.,15000.0,0.0,1.0,1.0
106806709,22,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,1,Транспорт,Индивидуальный предприниматель,Участие в основ. деятельности,12.0,11900.0,12.0,2100.0,от 10000 до 20000 руб.,10000.0,1.0,1.0,0.0
106809344,57,0,Высшее,Состою в браке,2,1,1,1,1,1,Образование,Специалист,Участие в основ. деятельности,408.0,9120.0,12.0,1020.0,свыше 50000 руб.,23000.0,0.0,1.0,0.0
106810377,50,1,Среднее специальное,Вдовец/Вдова,0,0,1,0,1,0,Торговля,Специалист,Участие в основ. деятельности,60.0,10836.0,10.0,1204.0,от 20000 до 50000 руб.,15000.0,0.0,1.0,0.0
106807392,35,0,Среднее,Состою в браке,1,1,1,0,1,0,Металлургия/Промышленность/Машиностроение,Служащий,Снабжение и сбыт,48.0,7020.0,6.0,780.0,от 10000 до 20000 руб.,12500.0,0.0,1.0,0.0
106814845,55,1,Среднее,Не состоял в браке,1,0,1,1,0,0,Торговля,Специалист,Участие в основ. деятельности,60.0,30599.0,10.0,3400.0,от 20000 до 50000 руб.,20000.0,0.0,2.0,2.0
106814457,34,0,Высшее,Состою в браке,0,1,1,0,0,1,Сельское хозяйство,Руководитель среднего звена,Адм-хоз. и трансп. службы,78.0,10322.0,6.0,4650.0,от 10000 до 20000 руб.,12000.0,0.0,3.0,3.0
106809251,28,0,Среднее специальное,Состою в браке,1,1,1,0,1,0,Торговля,Рабочий,Участие в основ. деятельности,48.0,24640.0,12.0,3360.0,от 10000 до 20000 руб.,6000.0,0.0,1.0,0.0
106810072,59,0,Неполное среднее,Состою в браке,3,0,1,0,0,0,Металлургия/Промышленность/Машиностроение,Рабочий,Вспомогательный техперсонал,192.0,8064.0,6.0,7506.0,от 20000 до 50000 руб.,17500.0,0.0,1.0,0.0
106814933,47,1,Высшее,Не состоял в браке,1,0,1,0,1,0,Банк/Финансы,Руководитель среднего звена,Участие в основ. деятельности,144.0,10990.0,6.0,2000.0,от 10000 до 20000 руб.,18000.0,0.0,3.0,3.0
106814139,41,1,Среднее,Разведен(а),2,2,1,0,1,0,Металлургия/Промышленность/Машиностроение,Специалист,Вспомогательный техперсонал,10.0,9000.0,6.0,1000.0,от 10000 до 20000 руб.,9000.0,0.0,2.0,2.0
106814227,36,1,Среднее,Разведен(а),0,0,1,0,0,0,Другие сферы,Специалист,Участие в основ. деятельности,120.0,24000.0,12.0,6000.0,от 10000 до 20000 руб.,7000.0,1.0,2.0,2.0
106807660,55,0,Среднее,Состою в браке,0,0,1,0,0,0,Транспорт,Рабочий,Участие в основ. деятельности,60.0,13190.0,10.0,1500.0,от 20000 до 50000 руб.,18000.0,0.0,1.0,0.0
106808013,52,0,Среднее специальное,Не состоял в браке,1,0,1,0,1,0,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,132.0,12593.7,5.0,1399.3,от 20000 до 50000 руб.,25000.0,0.0,1.0,0.0
106819134,46,0,Высшее,Состою в браке,2,0,1,0,0,0,Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,36.0,40574.0,12.0,4600.0,свыше 50000 руб.,30000.0,1.0,1.0,0.0
106804736,23,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,Торговля,Работник сферы услуг,Участие в основ. деятельности,12.0,6785.0,10.0,210.0,от 10000 до 20000 руб.,7000.0,0.0,1.0,0.0
106816512,23,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,Информационные услуги,Специалист,Участие в основ. деятельности,12.0,13949.0,12.0,1550.0,от 10000 до 20000 руб.,9000.0,0.0,1.0,0.0
106812357,40,1,Высшее,Не состоял в браке,1,1,1,0,0,0,Образование,Специалист,Участие в основ. деятельности,180.0,56000.0,10.0,10000.0,от 10000 до 20000 руб.,15000.0,0.0,1.0,0.0
106806593,36,1,Среднее специальное,Разведен(а),3,3,1,0,0,0,Образование,Специалист,Участие в основ. деятельности,18.0,2578.0,6.0,1000.0,от 20000 до 50000 руб.,11000.0,0.0,1.0,1.0
106811597,23,0,Среднее,Состою в браке,1,1,1,0,0,0,Государственная служба,Служащий,Участие в основ. деятельности,12.0,17000.0,6.0,2000.0,от 10000 до 20000 руб.,15000.0,0.0,1.0,0.0
106808617,40,1,Высшее,Состою в браке,1,0,1,0,0,1,Другие сферы,Руководитель среднего звена,Участие в основ. деятельности,72.0,21400.0,6.0,4048.0,от 20000 до 50000 руб.,25000.0,0.0,1.0,0.0
106812381,48,0,Среднее специальное,Состою в браке,0,0,1,0,0,0,Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,350.0,15290.0,10.0,1700.0,от 10000 до 20000 руб.,9000.0,0.0,2.0,0.0
106807036,52,1,Среднее,Состою в браке,0,0,1,0,0,0,Транспорт,Служащий,Участие в основ. деятельности,16.0,12830.0,8.0,1500.0,от 5000 до 10000 руб.,5000.0,0.0,1.0,0.0
106810826,41,0,Высшее,Состою в браке,1,1,1,0,1,0,Строительство,Специалист,Участие в основ. деятельности,8.0,13480.0,6.0,1500.0,свыше 50000 руб.,40000.0,0.0,1.0,0.0
106816112,44,1,Среднее,Не состоял в браке,2,1,1,0,1,1,Торговля,Индивидуальный предприниматель,"Бухгалтерия, финансы, планир.",180.0,15750.91,10.0,10000.0,от 20000 до 50000 руб.,30000.0,1.0,2.0,2.0
106810415,36,1,Среднее специальное,Состою в браке,3,3,1,0,0,0,Здравоохранение,Специалист,Участие в основ. деятельности,156.0,5400.0,6.0,5000.0,от 10000 до 20000 руб.,8000.0,0.0,1.0,0.0
106810352,42,0,Среднее специальное,Состою в браке,3,2,1,0,0,0,Другие сферы,Другое,Участие в основ. деятельности,48.0,23930.0,6.0,10000.0,от 10000 до 20000 руб.,12000.0,0.0,1.0,0.0
106806638,22,1,Среднее специальное,Состою в браке,0,1,1,0,0,0,Другие сферы,Специалист,Участие в основ. деятельности,12.0,25000.0,10.0,10097.0,от 20000 до 50000 руб.,14000.0,1.0,1.0,0.0
106805151,49,1,Среднее специальное,Состою в браке,2,0,1,0,1,0,Другие сферы,Рабочий,Участие в основ. деятельности,80.0,18667.0,6.0,3294.0,от 20000 до 50000 руб.,17000.0,0.0,1.0,0.0
106810466,39,1,Среднее специальное,Состою в браке,2,2,1,0,0,0,Образование,Специалист,Участие в основ. деятельности,36.0,8120.0,10.0,1000.0,от 5000 до 10000 руб.,5000.0,0.0,1.0,0.0
106806423,41,0,Среднее специальное,Не состоял в браке,1,1,1,0,1,0,Другие сферы,Рабочий,Участие в основ. деятельности,18.0,15560.0,6.0,12000.0,от 20000 до 50000 руб.,25000.0,0.0,1.0,0.0
106808611,33,1,Среднее специальное,Состою в браке,1,1,1,0,1,0,Другие сферы,Специалист,"Бухгалтерия, финансы, планир.",3.0,17500.0,6.0,4000.0,от 20000 до 50000 руб.,15000.0,0.0,1.0,0.0
106805994,38,0,Высшее,Состою в браке,1,1,1,0,0,0,Государственная служба,Руководитель среднего звена,Участие в основ. деятельности,24.0,10000.0,3.0,22000.0,от 20000 до 50000 руб.,16000.0,0.0,1.0,1.0
106817206,29,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,Торговля,Руководитель среднего звена,Участие в основ. деятельности,69.0,4704.0,3.0,686.0,от 20000 до 50000 руб.,10000.0,0.0,1.0,1.0
106817423,49,1,Среднее,Вдовец/Вдова,1,1,1,0,1,0,Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,24.0,13312.0,11.0,1854.0,от 10000 до 20000 руб.,8000.0,0.0,2.0,1.0
106807204,50,1,Среднее специальное,Состою в браке,2,0,1,0,1,0,Металлургия/Промышленность/Машиностроение,Специалист,Вспомогательный техперсонал,360.0,10616.0,10.0,1200.0,от 20000 до 50000 руб.,6000.0,0.0,1.0,0.0
106804641,48,0,Среднее,Состою в браке,0,0,1,0,0,0,Сельское хозяйство,Специалист,Участие в основ. деятельности,3.0,8700.0,3.0,1000.0,от 10000 до 20000 руб.,12000.0,0.0,1.0,1.0
106812737,42,1,Среднее специальное,Состою в браке,2,2,1,0,0,0,Государственная служба,Руководитель среднего звена,Участие в основ. деятельности,120.0,20790.0,12.0,10000.0,от 20000 до 50000 руб.,11000.0,0.0,1.0,0.0
106812468,39,0,Высшее,Состою в браке,1,1,1,0,0,0,Государственная служба,Военнослужащий по контракту,Участие в основ. деятельности,59.0,4440.0,6.0,499.0,от 20000 до 50000 руб.,18000.0,0.0,1.0,0.0
106814189,61,1,Высшее,Не состоял в браке,0,0,1,0,0,0,Здравоохранение,Индивидуальный предприниматель,Участие в основ. деятельности,72.0,15230.0,3.0,20000.0,от 20000 до 50000 руб.,17000.0,0.0,2.0,2.0
106805078,42,1,Среднее,Вдовец/Вдова,2,2,1,0,0,0,Образование,Рабочий,Вспомогательный техперсонал,12.0,6834.0,10.0,750.0,от 10000 до 20000 руб.,14000.0,0.0,1.0,0.0
106813497,23,1,Высшее,Не состоял в браке,0,0,1,0,0,0,Торговля,Специалист,Участие в основ. деятельности,18.0,13380.56,5.0,4225.44,от 10000 до 20000 руб.,10000.0,0.0,2.0,2.0
106818121,28,1,Высшее,Не состоял в браке,0,0,1,0,0,0,Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,36.0,33500.0,6.0,15000.0,от 20000 до 50000 руб.,15000.0,0.0,4.0,4.0
106812203,56,1,Высшее,Вдовец/Вдова,0,0,1,1,0,0,Энергетика,Специалист,Адм-хоз. и трансп. службы,192.0,15291.0,5.0,13539.0,от 20000 до 50000 руб.,30000.0,0.0,1.0,1.0
106814506,28,1,Высшее,Состою в браке,1,1,1,0,0,0,Торговля,Рабочий,Участие в основ. деятельности,72.0,11000.0,6.0,0.0,от 20000 до 50000 руб.,18000.0,0.0,1.0,1.0
106806141,27,0,Среднее,Состою в браке,1,1,1,0,0,0,Транспорт,Специалист,Участие в основ. деятельности,12.0,21736.2,10.0,2500.0,от 20000 до 50000 руб.,25000.0,0.0,1.0,0.0
106818400,46,1,Среднее,Не состоял в браке,1,0,1,0,0,0,Транспорт,Специалист,Участие в основ. деятельности,301.0,12470.0,10.0,6000.0,от 10000 до 20000 руб.,11000.0,0.0,3.0,2.0
106813016,38,1,Среднее специальное,Состою в браке,1,1,1,0,1,0,Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,72.0,21279.0,6.0,5500.0,от 20000 до 50000 руб.,15000.0,0.0,1.0,1.0
106812663,35,1,Среднее,Состою в браке,2,2,1,0,1,0,Образование,Руководитель среднего звена,Участие в основ. деятельности,168.0,8390.0,6.0,2000.0,от 10000 до 20000 руб.,8700.0,0.0,1.0,0.0
106816718,37,1,Высшее,Состою в браке,1,1,1,0,0,1,Транспорт,Служащий,"Бухгалтерия, финансы, планир.",228.0,18500.0,6.0,5000.0,от 10000 до 20000 руб.,20000.0,1.0,1.0,0.0
106819222,49,0,Среднее,Состою в браке,2,1,1,0,0,0,Транспорт,Специалист,Участие в основ. деятельности,197.0,23331.0,6.0,2700.0,от 20000 до 50000 руб.,15000.0,0.0,2.0,2.0
106818069,37,0,Среднее,Состою в браке,3,3,1,0,0,1,Строительство,Руководитель высшего звена,Участие в основ. деятельности,20.0,14965.0,10.0,10000.0,от 20000 до 50000 руб.,40000.0,1.0,2.0,2.0
106805000,36,1,Среднее специальное,Разведен(а),2,2,1,0,1,0,Торговля,Специалист,Участие в основ. деятельности,36.0,7709.0,6.0,1361.0,от 10000 до 20000 руб.,20000.0,0.0,1.0,0.0
106805886,51,0,Среднее специальное,Не состоял в браке,2,0,1,0,0,0,Нефтегазовая промышленность,Рабочий,Участие в основ. деятельности,3.0,4812.0,3.0,4000.0,от 10000 до 20000 руб.,12000.0,0.0,1.0,1.0
106817456,47,1,Высшее,Состою в браке,0,0,1,0,0,0,Государственная служба,Специалист,Участие в основ. деятельности,72.0,29471.0,12.0,3280.0,от 20000 до 50000 руб.,10000.0,1.0,1.0,0.0
106819251,46,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,Строительство,Специалист,Участие в основ. деятельности,60.0,14796.0,3.0,5000.0,от 20000 до 50000 руб.,20000.0,0.0,1.0,1.0
106810057,28,1,Высшее,Разведен(а),1,1,1,0,1,0,Металлургия/Промышленность/Машиностроение,Высококвалифиц. специалист,"Бухгалтерия, финансы, планир.",84.0,78800.0,24.0,20000.0,свыше 50000 руб.,55000.0,1.0,1.0,0.0
106805706,53,1,Высшее,Не состоял в браке,2,0,1,0,1,0,Химия/Парфюмерия/Фармацевтика,Руководитель среднего звена,Участие в основ. деятельности,12.0,3498.0,3.0,2852.0,от 20000 до 50000 руб.,20000.0,0.0,1.0,1.0
106814104,26,0,Среднее,Состою в браке,1,1,1,0,1,0,Строительство,Рабочий,Участие в основ. деятельности,8.0,7000.0,9.0,800.0,от 10000 до 20000 руб.,9000.0,0.0,2.0,2.0
106814865,61,0,Высшее,Состою в браке,4,0,1,0,0,0,Наука,Руководитель высшего звена,Участие в основ. деятельности,192.0,13950.0,3.0,1550.0,от 10000 до 20000 руб.,14000.0,1.0,2.0,2.0
106805710,48,1,Среднее,Состою в браке,2,0,1,0,0,0,Развлечения/Искусство,Специалист,Участие в основ. деятельности,8.0,15210.0,12.0,0.0,от 10000 до 20000 руб.,7000.0,0.0,1.0,0.0
106806150,30,1,Среднее специальное,Не состоял в браке,1,1,1,0,0,0,Другие сферы,Специалист,Участие в основ. деятельности,96.0,17900.0,7.0,12000.0,от 20000 до 50000 руб.,16000.0,0.0,1.0,0.0
106812901,22,0,Среднее специальное,Состою в браке,1,0,1,0,0,1,Другие сферы,Специалист,Участие в основ. деятельности,8.0,11440.0,6.0,3000.0,от 20000 до 50000 руб.,20000.0,1.0,1.0,0.0
106806620,53,1,Высшее,Состою в браке,2,0,1,0,1,0,Государственная служба,Служащий,Участие в основ. деятельности,360.0,14461.0,3.0,9000.0,от 10000 до 20000 руб.,8000.0,0.0,1.0,1.0
106806921,56,1,Среднее специальное,Состою в браке,1,0,1,0,0,0,Здравоохранение,Рабочий,Участие в основ. деятельности,276.0,5400.0,6.0,0.0,от 10000 до 20000 руб.,11500.0,0.0,1.0,1.0
106810642,54,0,Среднее,Гражданский брак,2,0,1,0,0,1,Металлургия/Промышленность/Машиностроение,Специалист,Адм-хоз. и трансп. службы,48.0,5850.0,11.0,650.0,от 10000 до 20000 руб.,8000.0,0.0,1.0,0.0
106816522,40,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,Транспорт,Служащий,Участие в основ. деятельности,18.0,21827.0,6.0,11754.0,от 20000 до 50000 руб.,35000.0,0.0,1.0,0.0
